node_index,node_id,node_type,node_name,node_source
57223,253314,gene/protein,EIF4E1B,NCBI
62369,R-HSA-114452,pathway,Activation of BH3-only proteins,REACTOME
111952,44644,biological_process,"envenomation resulting in negative regulation of complement activation, alternative pathway in other organism",GO
90180,30000,effect/phenotype,EMG: repetitive nerve stimulation abnormality,HPO
100362,1903106,biological_process,positive regulation of insulin receptor signaling pathway involved in determination of adult lifespan,GO
15496,DB01220,drug,Rifaximin,DrugBank
82589,727701,gene/protein,LINC00165,NCBI
4083,3030,gene/protein,HADHA,NCBI
87938,9640,effect/phenotype,Synostosis of the proximal phalanx of the thumb with the 1st metacarpal,HPO
95367,1028,disease,acute pericementitis,MONDO
26538,32996,effect/phenotype,Abnormal cystatin C level,HPO
42160,15891,biological_process,siderophore transport,GO
22004,57084,gene/protein,SLC17A6,NCBI
118849,102379,molecular_function,steviolbioside glucosyltransferase activity (stevioside forming),GO
60828,26788,gene/protein,SNORD60,NCBI
25816,30168,effect/phenotype,Dilated superficial abdominal veins,HPO
23241,40068,effect/phenotype,Abnormality of limb bone,HPO
114696,150024,biological_process,oxidised low-density lipoprotein particle clearance,GO
125312,71153,cellular_component,G-protein alpha(o)-synembrin complex,GO
52051,106056,biological_process,regulation of calcineurin-mediated signaling,GO
78930,101927761,gene/protein,TH2LCRR,NCBI
33506,15536,disease,papular xanthoma,MONDO
95846,2192,disease,vulvar angiokeratoma,MONDO
9093,7837,gene/protein,PXDN,NCBI
108415,1900871,biological_process,chloroplast mRNA modification,GO
98200,16984,disease,nevus of Ota,MONDO
98916,20818,disease,secondary dentine,MONDO
120384,8116,molecular_function,prostaglandin-I synthase activity,GO
27582,12220_11872_8962_18306,disease,Griscelli syndrome,MONDO_grouped
20073,DB04426,drug,Alpha-Methyl-N-Acetyl-D-Glucosamine,DrugBank
58773,84432,gene/protein,PROK1,NCBI
122033,70380,molecular_function,high mobility group box 1 receptor activity,GO
86297,5522,effect/phenotype,Pyridoxine-responsive sideroblastic anemia,HPO
5533,79172,gene/protein,CENPO,NCBI
104675,1900304,biological_process,negative regulation of laminaritriose transport,GO
103913,1900264,biological_process,positive regulation of DNA-directed DNA polymerase activity,GO
122918,1139,molecular_function,RNA polymerase II complex recruiting activity,GO
26527,32906,effect/phenotype,Focal head nodding automatism seizure,HPO
108723,44245,biological_process,polysaccharide digestion,GO
111587,18407,biological_process,"peptidyl-thyronine iodination to form 3',3'',5'-triiodo-L-thyronine",GO
101247,33487,biological_process,pelargonidin 3-O-glucoside biosynthetic process,GO
3310,1153,gene/protein,CIRBP,NCBI
62235,D018942,exposure,Macrolides,CTD
71096,13240,anatomy,future glans clitoris,UBERON
77315,728194,gene/protein,RSPH10B2,NCBI
47444,31392,biological_process,regulation of prostaglandin biosynthetic process,GO
118416,34806,molecular_function,"benzo(a)pyrene 11,12-dioxygenase activity",GO
33826,135152,gene/protein,B3GAT2,NCBI
55303,44390,molecular_function,ubiquitin-like protein conjugating enzyme binding,GO
53138,22416,biological_process,chaeta development,GO
26801,100061,effect/phenotype,Ivory epiphyses of the 3rd toe,HPO
68973,8803,anatomy,skin of cheek,UBERON
68435,7176,anatomy,superior angle of scapula,UBERON
66374,4259,anatomy,lower arm blood vessel,UBERON
108718,140538,biological_process,negative regulation of conjugation with zygote,GO
6528,2077,gene/protein,ERF,NCBI
8218,51691,gene/protein,LSM8,NCBI
94670,4145,disease,meningothelial meningioma,MONDO
43256,75227,biological_process,regulation of encysted zoospore germination,GO
80731,441094,gene/protein,NR2F1-AS1,NCBI
33893,100616367,gene/protein,MIR4467,NCBI
64567,2131,anatomy,anterior lobe of cerebellum,UBERON
45856,61098,biological_process,positive regulation of protein tyrosine kinase activity,GO
50122,33576,biological_process,protein glycosylation in cytosol,GO
107461,55111,biological_process,ingression involved in gastrulation with mouth forming second,GO
79732,100270986,gene/protein,RPL31P20,NCBI
119203,34805,molecular_function,"benzo(a)pyrene-trans-11,12-dihydrodiol dehydrogenase activity",GO
97326,6264,disease,laryngeal adenoid cystic carcinoma,MONDO
54443,98809,molecular_function,nitrite reductase activity,GO
14180,DB00490,drug,Buspirone,DrugBank
107385,35975,biological_process,carbamoyl phosphate catabolic process,GO
86529,6176,effect/phenotype,Two carpal ossification centers present at birth,HPO
81893,106481623,gene/protein,RNU1-103P,NCBI
68941,8609,anatomy,transversus menti muscle,UBERON
60122,113177,gene/protein,IZUMO4,NCBI
106393,34176,biological_process,negative regulation of toll-like receptor 12 signaling pathway,GO
96685,4303,disease,parathyroid gland clear cell adenoma,MONDO
28819,9111,disease,dihydropyrimidinuria,MONDO
29881,8594,disease,familial multiple discoid fibromas,MONDO
56900,113746,gene/protein,ODF3,NCBI
99868,44342,disease,thoracic disc degenerative disorder,MONDO
49176,42984,biological_process,regulation of amyloid precursor protein biosynthetic process,GO
30636,44714,disease,mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome,MONDO
5843,51248,gene/protein,PDZD11,NCBI
37293,2914,disease,childhood brain stem neoplasm,MONDO
122244,34797,molecular_function,fosfomycin 2-glutathione ligase activity,GO
43521,15802,biological_process,basic amino acid transport,GO
19419,DB08412,drug,6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,DrugBank
52274,31170,biological_process,ferricrocin metabolic process,GO
124026,45030,molecular_function,G protein-coupled UTP receptor activity,GO
65456,3073,anatomy,lens placode,UBERON
61657,100616273,gene/protein,MIR451B,NCBI
47618,42416,biological_process,dopamine biosynthetic process,GO
10521,3897,gene/protein,L1CAM,NCBI
21979,100131801,gene/protein,PET100,NCBI
53879,1846,molecular_function,opsonin binding,GO
56144,44302,cellular_component,dentate gyrus mossy fiber,GO
59279,5462,gene/protein,POU5F1B,NCBI
74732,2001561,anatomy,hypural 2,UBERON
14960,DB00637,drug,Astemizole,DrugBank
67010,5039,anatomy,mucosa of bronchiole,UBERON
80750,643751,gene/protein,CDC42P6,NCBI
65380,2987,anatomy,anterior spinocerebellar tract,UBERON
17403,DB00089,drug,Capromab pendetide,DrugBank
91501,32004,effect/phenotype,Pruritus vulvae,HPO
31923,9923,disease,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",MONDO
90937,31176,effect/phenotype,Absent thoracic vertebra,HPO
99969,100023_100024,disease,self-limited familial and non-familial neonatal/infantile seizures,MONDO_grouped
32033,13600,disease,insomnia (disease),MONDO
46171,70793,biological_process,regulation of conidiophore development,GO
19649,DB06356,drug,TRC093,DrugBank
76661,4300151,anatomy,pelvic intercleithral cartilage,UBERON
67954,6330,anatomy,anterior lingual gland,UBERON
29729,60707,disease,Ververi-Brady syndrome,MONDO
13206,64218,gene/protein,SEMA4A,NCBI
95792,1986,disease,Argyll Robertson pupil,MONDO
104331,48877,biological_process,homeostasis of number of retina cells,GO
5908,4303,gene/protein,FOXO4,NCBI
67649,5886,anatomy,post-hyoid pharyngeal arch skeleton,UBERON
9602,83548,gene/protein,COG3,NCBI
113676,35470,biological_process,positive regulation of vascular wound healing,GO
20799,DB09106,drug,Hydroxyethyl Starch,DrugBank
120792,16987,molecular_function,sigma factor activity,GO
27839,18155,disease,lateral sclerosis,MONDO
90790,30952,effect/phenotype,Birdshot choroidal lesions,HPO
52026,1900556,biological_process,emericellamide catabolic process,GO
75577,2205385,anatomy,dorsal fin proximal radial cartilage 8,UBERON
97387,6408,disease,sex hormone-producing adrenal cortex adenoma,MONDO
36304,43541,disease,viral conjunctivitis,MONDO
119284,33728,molecular_function,divinyl chlorophyllide a 8-vinyl-reductase activity,GO
96962,4840,disease,non-congenital cyst of kidney,MONDO
16379,DB05487,drug,Custirsen,DrugBank
122133,50227,molecular_function,pteridine oxidase activity,GO
35533,4678_18335,disease,dermatophytosis,MONDO_grouped
40609,44272,biological_process,sulfur compound biosynthetic process,GO
29982,9514,disease,Laurence-Moon syndrome,MONDO
97031,5174,disease,acute hypotension,MONDO
31149,9780,disease,lethal omphalocele-cleft palate syndrome,MONDO
7105,5241,gene/protein,PGR,NCBI
116349,47903,molecular_function,fructose 5-dehydrogenase (NADP+) activity,GO
64874,2447,anatomy,palatine gland,UBERON
113531,2184,biological_process,cytoplasmic translational termination,GO
77630,5759,gene/protein,PTMAP2,NCBI
48075,44577,biological_process,xylose catabolic process to ethanol,GO
119102,1990430,molecular_function,extracellular matrix protein binding,GO
447,2740,gene/protein,GLP1R,NCBI
58647,441272,gene/protein,SPDYE3,NCBI
44709,1900015,biological_process,regulation of cytokine production involved in inflammatory response,GO
21217,DB11898,drug,"2,4-thiazolidinedione",DrugBank
82242,100288339,gene/protein,NDUFA5P6,NCBI
90843,31040,effect/phenotype,Late spermatogenesis maturation arrest,HPO
88099,10028,effect/phenotype,Bullet-shaped 1st metacarpal,HPO
79739,107075231,gene/protein,MTCYBP32,NCBI
116881,4048,molecular_function,anthranilate phosphoribosyltransferase activity,GO
33630,3783,disease,lymphopenia (disease),MONDO
127989,R-HSA-1307965,pathway,betaKlotho-mediated ligand binding,REACTOME
59280,196446,gene/protein,MYRFL,NCBI
59427,100033819,gene/protein,MIR675,NCBI
104234,10096,biological_process,specification of sepal identity,GO
122910,36218,molecular_function,dTTP diphosphatase activity,GO
23091,2269,effect/phenotype,Abnormality of neuronal migration,HPO
97984,15520,disease,late infantile CACH syndrome,MONDO
10312,3283,gene/protein,HSD3B1,NCBI
87251,8014,effect/phenotype,Central fundal arteriolar microaneurysms,HPO
43627,52229,biological_process,metabolism of macromolecule in other organism involved in symbiotic interaction,GO
98370,17799,disease,Meigs syndrome,MONDO
103987,32537,biological_process,host-seeking behavior,GO
56202,1903440,cellular_component,amylin receptor complex,GO
103260,97186,biological_process,amelogenesis,GO
125175,44677,cellular_component,methyl-tetrahydromethanopterin:coenzyme M methyltransferase complex,GO
6597,10765,gene/protein,KDM5B,NCBI
49986,2000848,biological_process,positive regulation of corticosteroid hormone secretion,GO
107959,1905750,biological_process,negative regulation of endosome to plasma membrane protein transport,GO
54086,32036,molecular_function,myosin heavy chain binding,GO
93714,410064,effect/phenotype,Increased level of galactitol in red blood cells,HPO
64192,1750,anatomy,lacrimal apparatus,UBERON
80428,100131964,gene/protein,RPL7L1P3,NCBI
124123,34043,molecular_function,5-hydroxymethyluracil DNA N-glycosylase activity,GO
7383,8884,gene/protein,SLC5A6,NCBI
60526,642515,gene/protein,PRRT1B,NCBI
65347,2952,anatomy,intermediate acoustic stria,UBERON
22570,7513,effect/phenotype,Generalized hypopigmentation,HPO
39955,17038,biological_process,protein import,GO
1938,27342,gene/protein,RABGEF1,NCBI
104015,19529,biological_process,taurine catabolic process,GO
123216,31765,molecular_function,type 2 galanin receptor binding,GO
100004,100138,disease,X-linked recessive mitochondrial myopathy,MONDO
36330,2520_19800,disease,hepatic porphyria,MONDO_grouped
37412,2814,disease,adrenal carcinoma,MONDO
77867,100873323,gene/protein,RNA5SP90,NCBI
45667,2692,biological_process,negative regulation of cellular extravasation,GO
63887,1440,anatomy,forelimb skeleton,UBERON
46281,89709,biological_process,L-histidine transmembrane transport,GO
50525,10832,biological_process,negative regulation of myotube differentiation,GO
4704,2621,gene/protein,GAS6,NCBI
98900,20731,disease,arbovirus infection,MONDO
5173,23038,gene/protein,WDTC1,NCBI
77914,106481213,gene/protein,RNU6-117P,NCBI
30659,7608,disease,desmoid tumor,MONDO
7095,4014,gene/protein,LORICRIN,NCBI
96127,3136,disease,anti-basement membrane glomerulonephritis,MONDO
65329,2931,anatomy,dorsal septal nucleus,UBERON
12024,112936,gene/protein,VPS26B,NCBI
87630,9020,effect/phenotype,Exercise-induced muscle fatigue,HPO
47744,1904282,biological_process,regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I,GO
97247,6081,disease,anal melanoma,MONDO
16579,DB06785,drug,Ganirelix,DrugBank
115817,18665,molecular_function,4-hydroxyphenylacetate 1-monooxygenase activity,GO
126227,31088,cellular_component,platelet dense granule membrane,GO
8617,23382,gene/protein,AHCYL2,NCBI
97375,6391,disease,pyloric gland adenoma,MONDO
30330,9821,disease,lethal osteosclerotic bone dysplasia,MONDO
112302,46109,biological_process,uridine biosynthetic process,GO
25273,11200,effect/phenotype,EEG with generalized polymorphic epileptiform discharges,HPO
28826,8193,disease,"paralysis agitans, juvenile, of Hunt",MONDO
74107,2000230,anatomy,longitudinal hypochordal,UBERON
12229,2578,gene/protein,GAGE6,NCBI
25666,410263,effect/phenotype,Brain imaging abnormality,HPO
123250,70410,molecular_function,co-SMAD binding,GO
69240,9217,anatomy,pharyngeal membrane of 4th arch,UBERON
35874,44881,disease,hematopoietic and lymphoid cell neoplasm,MONDO
16511,DB01270,drug,Ranibizumab,DrugBank
96205,3350,disease,granular cell leiomyosarcoma,MONDO
40539,90701,biological_process,specification of plant organ identity,GO
78287,28521,gene/protein,TRDJ2,NCBI
124568,9514,cellular_component,glyoxysome,GO
27204,12203,disease,familial hyperthyroidism due to mutations in TSH receptor,MONDO
110557,2201,biological_process,somatic diversification of DSCAM-based immune receptors,GO
33123,18933,disease,Mazabraud syndrome,MONDO
54940,30159,molecular_function,signaling receptor complex adaptor activity,GO
114383,75249,biological_process,positive regulation of aeciospore formation,GO
56067,347,cellular_component,THO complex,GO
11203,84303,gene/protein,CHCHD6,NCBI
82550,283854,gene/protein,CASC22,NCBI
103175,1902685,biological_process,positive regulation of receptor localization to synapse,GO
9065,4112,gene/protein,MAGEB1,NCBI
54515,15157,molecular_function,oligosaccharide transmembrane transporter activity,GO
32026,14389,disease,polyglucosan body myopathy 1 with or without immunodeficiency,MONDO
122106,86077,molecular_function,gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling,GO
99174,22560,disease,benign metastasizing leiomyoma,MONDO
80624,728262,gene/protein,FAM157A,NCBI
117554,90710,molecular_function,phosphomevalonate decarboxylase activity,GO
78963,100874188,gene/protein,LINC00571,NCBI
76384,4200022,anatomy,extracleithrum,UBERON
22462,1547,effect/phenotype,Abnormal rib cage morphology,HPO
24769,9272,effect/phenotype,Aplasia/Hypoplasia of the 4th finger,HPO
83924,4375,disease,end stage renal failure,MONDO
28972,13325,disease,COG5-CDG,MONDO
949,4869,gene/protein,NPM1,NCBI
122391,16402,molecular_function,pristanoyl-CoA oxidase activity,GO
76123,3010501,anatomy,duodeno-pancreatic artery,UBERON
68956,8779,anatomy,subclavius,UBERON
45258,46719,biological_process,regulation by virus of viral protein levels in host cell,GO
28268,11078,disease,"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis",MONDO
4568,10940,gene/protein,POP1,NCBI
44139,1905624,biological_process,regulation of L-methionine import across plasma membrane,GO
57255,257236,gene/protein,CCDC96,NCBI
3600,28956,gene/protein,LAMTOR2,NCBI
53697,70990,molecular_function,snRNP binding,GO
67429,5570,anatomy,rhombomere 2 floor plate,UBERON
6052,55333,gene/protein,SYNJ2BP,NCBI
40517,90068,biological_process,positive regulation of cell cycle process,GO
84513,113,effect/phenotype,Polycystic kidney dysplasia,HPO
74184,2000401,anatomy,octaval nerve sensory nucleus,UBERON
86381,5745,effect/phenotype,Congenital foot contractures,HPO
42136,1904373,biological_process,response to kainic acid,GO
58967,138881,gene/protein,OR1L8,NCBI
89467,12661,effect/phenotype,Hypothalamic hypometabolism in FDG PET,HPO
83613,122867,gene/protein,COX4I1P1,NCBI
35370,122481,gene/protein,AK7,NCBI
4851,115752,gene/protein,DIS3L,NCBI
1841,6047,gene/protein,RNF4,NCBI
47802,48870,biological_process,cell motility,GO
65937,3675,anatomy,tooth crown,UBERON
48339,46493,biological_process,lipid A metabolic process,GO
20401,DB01421,drug,Paromomycin,DrugBank
55438,30275,molecular_function,LRR domain binding,GO
80952,100874350,gene/protein,HOXB-AS2,NCBI
6832,41,gene/protein,ASIC1,NCBI
65767,3494,anatomy,respiratory system venule,UBERON
22781,6502,effect/phenotype,Aplasia/Hypoplasia involving the carpal bones,HPO
17068,DB01354,drug,Heptabarbital,DrugBank
11980,114038,gene/protein,LINC00313,NCBI
25591,100781,effect/phenotype,Abnormal sacroiliac joint morphology,HPO
112971,60269,biological_process,centripetally migrating follicle cell migration,GO
25266,11185,effect/phenotype,EEG with focal epileptiform discharges,HPO
57958,55258,gene/protein,THNSL2,NCBI
65206,2804,anatomy,left limbic lobe,UBERON
71329,13719,anatomy,dartos muscle of scrotum,UBERON
14994,DB01184,drug,Domperidone,DrugBank
42774,10977,biological_process,negative regulation of neuron projection development,GO
32841,19635,disease,idiopathic achalasia,MONDO
28809,44724_9787_12435_9611_44723_9610_17359,disease,3-methylglutaconic aciduria,MONDO_grouped
128899,R-HSA-5662702,pathway,Melanin biosynthesis,REACTOME
110050,71584,biological_process,negative regulation of zinc ion transmembrane import,GO
1043,56063,gene/protein,TMEM234,NCBI
121293,16040,molecular_function,glutamate synthase (NADH) activity,GO
22496,9798,effect/phenotype,Euthyroid goiter,HPO
109091,150167,biological_process,positive regulation of histone H3-K4 acetylation,GO
112507,99153,biological_process,"synaptic transmission, serotonergic",GO
79637,246182,gene/protein,AKR7A2P1,NCBI
109260,1905238,biological_process,cellular response to cyclosporin A,GO
98189,16811,disease,renal tubulopathy-encephalopathy-liver failure syndrome,MONDO
114682,75221,biological_process,negative regulation of zoospore encystment on host,GO
45041,16116,biological_process,carotenoid metabolic process,GO
112310,60775,biological_process,planar cell polarity pathway involved in gastrula mediolateral intercalation,GO
30864,11730,disease,fumaric aciduria,MONDO
120415,47507,molecular_function,(deoxy)nucleoside-phosphate kinase activity,GO
96075,2987,disease,spongiotic dermatitis,MONDO
76105,3010450,anatomy,dorso-lateral marginal zone,UBERON
113908,21779,biological_process,oligodendrocyte cell fate commitment,GO
75509,2101613,anatomy,dorsal fin middle radial element,UBERON
100476,70789,biological_process,metula development,GO
57969,7691,gene/protein,ZNF132,NCBI
20972,DB14485,drug,Zinc ascorbate,DrugBank
124928,106103,cellular_component,COPII vesicles tethering complex,GO
59317,100507055,gene/protein,LRCOL1,NCBI
127602,R-HSA-114294,pathway,"Activation, translocation and oligomerization of BAX",REACTOME
124323,9419,cellular_component,pilus tip,GO
69289,9559,anatomy,metacarpal/tarsal-phalangeal joint,UBERON
88155,10137,effect/phenotype,Triangular epiphysis of the proximal phalanx of the hallux,HPO
45985,1912,biological_process,positive regulation of leukocyte mediated cytotoxicity,GO
3887,969,gene/protein,CD69,NCBI
31339,9286,disease,"gluteal muscles, absence of",MONDO
110406,71828,biological_process,apolipoprotein E recycling,GO
80672,171424,gene/protein,SPA17P1,NCBI
128329,R-HSA-4793952,pathway,Defective MGAT2 causes MGAT2-CDG (CDG-2a),REACTOME
55340,15187,molecular_function,glycine transmembrane transporter activity,GO
99904,44747,disease,human anaplasmosis,MONDO
65211,2809,anatomy,right temporal lobe,UBERON
56931,117854,gene/protein,TRIM6,NCBI
91588,32128,effect/phenotype,Increased proportion of plasmablasts,HPO
28708,14640_14395_30872_30875_14641_7105_13501_10936_30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO_grouped
99518,24262,disease,massive neonatal aspiration syndrome,MONDO
105900,44663,biological_process,establishment or maintenance of cell type involved in phenotypic switching,GO
58042,92312,gene/protein,MEX3A,NCBI
57921,440915,gene/protein,POTEKP,NCBI
99981,100061,disease,PRPS1 deficiency disorder,MONDO
27992,8494,disease,cryohydrocytosis,MONDO
108163,969,biological_process,tRNA exon ligation utilizing ATP as source of linkage phosphate,GO
1108,9440,gene/protein,MED17,NCBI
65957,3695,anatomy,metacarpophalangeal joint,UBERON
109879,98970,biological_process,postsynaptic neurotransmitter receptor diffusion trapping,GO
54329,15189,molecular_function,L-lysine transmembrane transporter activity,GO
4639,9706,gene/protein,ULK2,NCBI
20361,DB00478,drug,Rimantadine,DrugBank
108153,42667,biological_process,auditory receptor cell fate specification,GO
111805,2040,biological_process,sprouting angiogenesis,GO
73564,35676,anatomy,secondary yolk sac cavity,UBERON
59951,28783,gene/protein,IGLV5-37,NCBI
85059,2105,effect/phenotype,Hemoptysis,HPO
11074,65083,gene/protein,NOL6,NCBI
55523,31225,cellular_component,anchored component of membrane,GO
80674,100270895,gene/protein,RPL7AP15,NCBI
36812,21117,disease,lung neoplasm,MONDO
38937,3337,disease,acute hemorrhagic encephalitis,MONDO
48832,42159,biological_process,lipoprotein catabolic process,GO
98010,15644,disease,audiogenic seizures,MONDO
113815,31068,biological_process,positive regulation of histone deacetylation at centromere,GO
77782,106481710,gene/protein,RNY1P11,NCBI
95532,1427,disease,Dieulafoy lesion,MONDO
67866,6228,anatomy,exoccipital pre-cartilage condensation,UBERON
50276,35521,biological_process,monoubiquitinated histone deubiquitination,GO
95043,2027,disease,avoidant personality disorder,MONDO
59875,100423036,gene/protein,MIR2355,NCBI
124157,5170,molecular_function,neurotrophin TRKC receptor binding,GO
39583,15485,disease,primary hereditary glaucoma,MONDO
60876,319139,gene/protein,SNORD56B,NCBI
57675,100505385,gene/protein,IQCJ-SCHIP1,NCBI
105204,2043,biological_process,blood vessel endothelial cell proliferation involved in sprouting angiogenesis,GO
45535,1901031,biological_process,regulation of response to reactive oxygen species,GO
40435,33206,biological_process,meiotic cytokinesis,GO
12808,430,gene/protein,ASCL2,NCBI
92072,32805,effect/phenotype,Focal impaired awareness sensory seizure with vestibular features,HPO
123518,46537,molecular_function,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",GO
103448,70978,biological_process,voltage-gated calcium channel complex assembly,GO
34603,246269,gene/protein,AFG1L,NCBI
114775,43061,biological_process,meiotic metaphase II plate congression,GO
94353,40149,effect/phenotype,Woolly scalp hair,HPO
11761,4240,gene/protein,MFGE8,NCBI
8743,126133,gene/protein,ALDH16A1,NCBI
49167,1905807,biological_process,negative regulation of synapse pruning,GO
41111,1990709,biological_process,presynaptic active zone organization,GO
115138,102674,molecular_function,C4-demethylase activity,GO
113382,43182,biological_process,vacuolar sequestering of sodium ion,GO
49106,18279,biological_process,protein N-linked glycosylation via asparagine,GO
80494,100132891,gene/protein,MSC-AS1,NCBI
28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped
45396,60800,biological_process,regulation of cell differentiation involved in embryonic placenta development,GO
23633,3059,effect/phenotype,Abnormality of the radioulnar joints,HPO
111712,46045,biological_process,TMP catabolic process,GO
34535,128611,gene/protein,ZNF831,NCBI
75536,2105384,anatomy,dorsal fin proximal radial element 7,UBERON
126936,1990061,cellular_component,bacterial degradosome,GO
125284,30014,cellular_component,CCR4-NOT complex,GO
44246,2822,biological_process,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GO
59461,64863,gene/protein,METTL4,NCBI
64713,2279,anatomy,vestibular aqueduct,UBERON
46941,90164,biological_process,asymmetric Golgi ribbon formation,GO
39119,19751,disease,autoinflammatory syndrome,MONDO
95309,889,disease,haemophilus meningitis,MONDO
8588,84260,gene/protein,TCHP,NCBI
51791,19686,biological_process,purine nucleoside interconversion,GO
9059,84259,gene/protein,DCUN1D5,NCBI
14771,DB00208,drug,Ticlopidine,DrugBank
30318,14456,disease,autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,MONDO
55217,16669,molecular_function,"oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor",GO
93556,100813,effect/phenotype,Testicular torsion,HPO
98464,18159,disease,atypical hemolytic-uremic syndrome with DGKE deficiency,MONDO
114860,1902328,biological_process,bacterial-type DNA replication initiation,GO
10064,79080,gene/protein,CCDC86,NCBI
51169,40001,biological_process,establishment of mitotic spindle localization,GO
3615,92595,gene/protein,ZNF764,NCBI
80461,267017,gene/protein,HLA-Z,NCBI
91948,32612,effect/phenotype,Triphalangeal hallux,HPO
9975,64374,gene/protein,SIL1,NCBI
90670,30777,effect/phenotype,Modic type II vertebral endplate changes,HPO
127049,1990723,cellular_component,cytoplasmic periphery of the nuclear pore complex,GO
118241,17176,molecular_function,phosphatidylinositol N-acetylglucosaminyltransferase activity,GO
90266,30129,effect/phenotype,Impaired ristocetin cofactor assay activity,HPO
26653,410170,effect/phenotype,Hippocampal atrophy,HPO
95353,3674_990,disease,subendocardial myocardial infarction,MONDO_grouped
90069,25470,effect/phenotype,Telogen effluvium,HPO
37983,5112,disease,malignant pleural mesothelioma,MONDO
1176,56252,gene/protein,YLPM1,NCBI
71277,13653,anatomy,velar skeleton,UBERON
115599,34277,molecular_function,"ent-cassa-12,15-diene synthase activity",GO
26823,100077,effect/phenotype,Absent epiphyses of the 5th toe,HPO
85732,3985,effect/phenotype,Exostoses of the ulna,HPO
87485,8607,effect/phenotype,Progressive conductive hearing impairment,HPO
12435,284415,gene/protein,VSTM1,NCBI
12682,9120,gene/protein,SLC16A6,NCBI
76413,4200053,anatomy,diphycercal tail,UBERON
21254,DB06527,drug,Tramiprosate,DrugBank
21030,DB14684,drug,Calcium polycarbophil,DrugBank
60428,221468,gene/protein,TMEM217,NCBI
112578,2000133,biological_process,positive regulation of tyramine signaling pathway,GO
76626,4300105,anatomy,caudal vertebra 1,UBERON
108312,90332,biological_process,stomatal closure,GO
121899,42134,molecular_function,rRNA primary transcript binding,GO
36745,9807,disease,osteosarcoma (disease),MONDO
105126,42121,biological_process,alginic acid biosynthetic process,GO
115577,102882,molecular_function,beta-acoradiene synthase activity,GO
90997,31246,effect/phenotype,Nonproductive cough,HPO
48505,2000200,biological_process,regulation of ribosomal subunit export from nucleus,GO
84377,2912,effect/phenotype,Methylmalonic acidemia,HPO
11554,8492,gene/protein,PRSS12,NCBI
40774,1905858,biological_process,regulation of heparan sulfate proteoglycan binding,GO
89209,12239,effect/phenotype,Atransferrinemia,HPO
121728,1903876,molecular_function,11-deoxycortisol binding,GO
105438,36386,biological_process,bacterial nucleoid DNA packaging,GO
98101,16332,disease,hypertrophic cardiomyopathy due to intensive athletic training,MONDO
64838,2410,anatomy,autonomic nervous system,UBERON
36470,688,disease,inherited organic acidemia,MONDO
67529,5686,anatomy,caecum dorsal mesentery,UBERON
67009,5038,anatomy,mucosa of segmental bronchus,UBERON
23892,10577,effect/phenotype,Absent epiphyses,HPO
122226,50097,molecular_function,methylaspartate mutase activity,GO
117232,47262,molecular_function,polygalacturonate 4-alpha-galacturonosyltransferase activity,GO
79248,100422371,gene/protein,RIMKLBP2,NCBI
115429,4478,molecular_function,methionine adenosyltransferase activity,GO
103148,18405,biological_process,protein-keratan sulfate linkage via keratan sulfate D-glucuronyl-D-galactosyl-D-galactosyl-D-xylosyl-L-threonine,GO
22199,704,effect/phenotype,Periodontitis,HPO
66070,3912,anatomy,chitinous tooth,UBERON
15465,DB00812,drug,Phenylbutazone,DrugBank
34018,574473,gene/protein,MIR520B,NCBI
22631,100871,effect/phenotype,Abnormality of the palm,HPO
109743,48339,biological_process,paraxial mesoderm development,GO
95144,4216,disease,pineal region germinoma,MONDO
50298,19740,biological_process,nitrogen utilization,GO
122126,4534,molecular_function,5'-3' exoribonuclease activity,GO
37461,4309,disease,sarcomatosis,MONDO
38626,16677,disease,toxic or drug-related embryofetopathy,MONDO
37035,3291,disease,leiomyoma cutis,MONDO
93243,100213,effect/phenotype,Absent epiphysis of the middle phalanx of the 5th toe,HPO
74884,2001760,anatomy,dorsal fin ray 7,UBERON
25583,12034,effect/phenotype,Liposarcoma,HPO
95415,1153,disease,gender dysphoria,MONDO
78326,100873467,gene/protein,RNA5SP207,NCBI
57571,643376,gene/protein,BTBD18,NCBI
57598,654346,gene/protein,LGALS9C,NCBI
29870,10412,disease,X-linked intellectual disability-craniofacioskeletal syndrome,MONDO
104484,1902735,biological_process,negative regulation of receptor-mediated virion attachment to host cell,GO
41514,2000757,biological_process,negative regulation of peptidyl-lysine acetylation,GO
110481,21611,biological_process,facial nerve formation,GO
127873,R-HSA-167152,pathway,Formation of HIV elongation complex in the absence of HIV Tat,REACTOME
