node_index,node_id,node_type,node_name,node_source
3076,148223,Protein,C19orf25,NCBI
92033,32749,Phenotype,Focal impaired awareness emotional seizure with paranoia,HPO
90428,30403,Phenotype,Spontaneous platelet aggregation,HPO
91539,32057,Phenotype,Focal cortical dysplasia type IIIc,HPO
92251,33038,Phenotype,Anti-RNA-polymerase-III-autoantibody positivity,HPO
68856,8342,anatomy,intestinal villus of duodenum,UBERON
93895,410381,Phenotype,"Abnormal proportion of central memory CD4-positive, alpha-beta T cells",HPO
121404,50106,molecular_function,monomethyl-sulfatase activity,GO
44860,1900945,biological_process,negative regulation of isoprene metabolic process,GO
49497,34661,biological_process,ncRNA catabolic process,GO
447,2740,Protein,GLP1R,NCBI
106987,15676,biological_process,vanadium ion transport,GO
33629,28737,disease,obsolete biliary atresia disorder,MONDO
26652,33697,Phenotype,Vesicular eruption,HPO
127622,R-HSA-180024,pathway,DARPP-32 events,REACTOME
125519,62128,cellular_component,MutSgamma complex,GO
70252,11202,anatomy,urachus epithelium,UBERON
35578,255,disease,subcutaneous mycosis,MONDO
124087,8860,molecular_function,ferredoxin-NAD+ reductase activity,GO
80975,389156,Protein,RPL21P39,NCBI
51945,31269,biological_process,pseudopodium assembly,GO
12758,50862,Protein,RNF141,NCBI
41791,1900024,biological_process,regulation of substrate adhesion-dependent cell spreading,GO
62741,R-HSA-4839743,pathway,Signaling by CTNNB1 phospho-site mutants,REACTOME
48273,1905215,biological_process,negative regulation of RNA binding,GO
23917,3115,Phenotype,Abnormal EKG,HPO
31397,12479,disease,congenital malabsorptive diarrhea 4,MONDO
105162,1990223,biological_process,positive regulation by symbiont of cytokinin levels in host,GO
101237,1905556,biological_process,ciliary vesicle assembly,GO
105779,43326,biological_process,chemotaxis to folate,GO
33192,17286,disease,tempi syndrome,MONDO
98041,15836,disease,Bicervical bicornuate uterus with patent cervix and vagina,MONDO
115710,34802,molecular_function,branched-chain dodecylbenzene sulfonate monooxygenase activity,GO
116139,47033,molecular_function,15-hydroxyprostaglandin-I dehydrogenase (NADP+) activity,GO
103245,75033,biological_process,appressorium septum formation,GO
65205,2803,anatomy,right parietal lobe,UBERON
113580,1902550,biological_process,lymphoid lineage cell migration into thymus involved in thymus epithelium morphogenesis,GO
58143,340485,Protein,ACER2,NCBI
100482,60743,biological_process,epithelial cell maturation involved in prostate gland development,GO
95056,3865,disease,acral lentiginous melanoma (disease),MONDO
99038,21758,disease,acquired agranulocytosis,MONDO
47327,1990183,biological_process,lymphatic vascular process in circulatory system,GO
82467,414926,Protein,LINC00593,NCBI
70468,11652,anatomy,dorsal head of rib,UBERON
19815,DB08114,drug,"5-benzyl-1,3-thiazol-2-amine",DrugBank
60556,728577,Protein,CNTNAP3B,NCBI
48952,110028,biological_process,positive regulation of mitotic spindle organization,GO
56895,112495,Protein,GTF3C6,NCBI
82469,105370683,Protein,LINC00677,NCBI
74549,2001165,anatomy,supraneural 5 bone,UBERON
79039,400511,Protein,LINC01567,NCBI
117570,47997,molecular_function,hydroxypyruvate decarboxylase activity,GO
21069,DB11720,drug,Angiotensin 1-7,DrugBank
30939,8917,disease,heart defects-limb shortening syndrome,MONDO
45492,70631,biological_process,spindle pole body localization,GO
18661,DB07502,drug,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",DrugBank
127276,120026,cellular_component,host cell uropod,GO
87799,9343,Phenotype,Small epiphysis of the distal phalanx of the 3rd finger,HPO
124652,71197,cellular_component,Kv4.2-Kv4.3 channel complex,GO
81161,100271288,Protein,RPL19P18,NCBI
118501,106375,molecular_function,deoxynucleoside triphosphate hydrolase activity,GO
38143,15145,disease,neurovascular malformation,MONDO
97318,6237,disease,granulocytic sarcoma,MONDO
95929,2576,disease,embryonal extrahepatic bile duct rhabdomyosarcoma,MONDO
15571,DB06587,drug,Mitemcinal,DrugBank
129025,R-HSA-1358803,pathway,Downregulation of ERBB2:ERBB3 signaling,REACTOME
106491,46754,biological_process,viral exocytosis,GO
80680,618,Protein,BCYRN1,NCBI
80536,255208,Protein,TUBB8P9,NCBI
124390,140512,cellular_component,mitotic nuclear bridge midzone,GO
58108,201626,Protein,PDE12,NCBI
13391,246175,Protein,CNOT6L,NCBI
114282,32961,biological_process,negative regulation of inositol trisphosphate biosynthetic process,GO
57582,647087,Protein,STMP1,NCBI
48677,968,biological_process,tRNA exon ligation,GO
17095,DB05072,drug,AV608,DrugBank
48040,8078,biological_process,mesodermal cell migration,GO
68661,7691,anatomy,gustatory pore,UBERON
14731,DB01388,drug,Mibefradil,DrugBank
17405,DB07754,drug,DCFBC,DrugBank
18686,DB04531,drug,S-Benzylcysteine,DrugBank
46942,1905244,biological_process,regulation of modification of synaptic structure,GO
60880,347745,Protein,PWAR4,NCBI
39625,2570,disease,high pressure neurological syndrome,MONDO
83132,100996712,Protein,SRGAP2D,NCBI
12277,197131,Protein,UBR1,NCBI
108406,10756,biological_process,positive regulation of plasminogen activation,GO
32461,16782,disease,paternal 14q32.2 hypomethylation syndrome,MONDO
74776,2001633,anatomy,entopterygoid tooth,UBERON
74477,2000993,anatomy,lateral wall neural rod,UBERON
27411,9391,disease,hypermetabolism due to defect in mitochondria,MONDO
94480,30737,Phenotype,Altman type I sacrococcygeal teratoma,HPO
116919,46559,molecular_function,alpha-glucuronidase activity,GO
116132,50104,molecular_function,L-gulonate 3-dehydrogenase activity,GO
36789,6055,disease,sex cord-stromal tumor,MONDO
74153,2000324,anatomy,caudal periventricular hypothalamus,UBERON
47294,70432,biological_process,regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,GO
61257,283796,Protein,GOLGA8IP,NCBI
105655,7111,biological_process,meiosis II cytokinesis,GO
72736,19328,anatomy,palpebral lobe of lacrimal gland,UBERON
81564,100419062,Protein,FOSL1P1,NCBI
81320,106480959,Protein,RN7SL141P,NCBI
9138,1592,Protein,CYP26A1,NCBI
39671,21383,disease,neoplasm of floor of mouth,MONDO
90808,30988,Phenotype,Granulomatous cholangitis,HPO
25715,12856,Phenotype,Abnormal scrotal rugation,HPO
101840,52837,biological_process,thiazole biosynthetic process,GO
43230,6662,biological_process,glycerol ether metabolic process,GO
127364,1990133,cellular_component,molybdopterin cofactor (Moco) biosynthesis adenylyltransferase complex,GO
106943,99043,biological_process,cargo loading involved in clathrin-dependent endocytosis,GO
65178,2770,anatomy,posterior hypothalamic region,UBERON
101985,71370,biological_process,cellular response to gibberellin stimulus,GO
129013,R-HSA-8849472,pathway,PTK6 Down-Regulation,REACTOME
73884,37549,anatomy,inferior gluteal lymph node,UBERON
114609,3036,biological_process,detection of pH by aortic body chemoreceptor signaling,GO
122391,16402,molecular_function,pristanoyl-CoA oxidase activity,GO
39546,1198,disease,acquired thrombocytopenia,MONDO
54452,16715,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",GO
42669,1904565,biological_process,response to 1-oleoyl-sn-glycerol 3-phosphate,GO
104247,35008,biological_process,positive regulation of melanization defense response,GO
33883,124152,Protein,IQCK,NCBI
103715,60735,biological_process,regulation of eIF2 alpha phosphorylation by dsRNA,GO
58614,377047,Protein,PRSS45P,NCBI
59322,51239,Protein,ANKRD39,NCBI
34040,57502,Protein,NLGN4X,NCBI
87506,8666,Phenotype,Impaired histidine renal tubular absorption,HPO
24770,9285,Phenotype,Curved phalanges of the 4th finger,HPO
125924,33254,cellular_component,vacuolar transporter chaperone complex,GO
103163,6877,biological_process,cellular cobalt ion homeostasis,GO
10064,79080,Protein,CCDC86,NCBI
34140,91608,Protein,RASL10B,NCBI
13655,65985,Protein,AACS,NCBI
39138,20292,disease,congenital anomaly of the great arteries,MONDO
58997,219870,Protein,OR10G9,NCBI
117166,102730,molecular_function,cathasterone hydroxylase activity,GO
79665,8759,Protein,ADAM1A,NCBI
52212,51715,biological_process,cytolysis in other organism,GO
17785,DB01834,drug,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",DrugBank
105178,45659,biological_process,negative regulation of neutrophil differentiation,GO
28686,8579,disease,"toes, relative length of first and second",MONDO
124034,61840,molecular_function,high-affinity ferrous iron transmembrane transporter activity,GO
79279,643653,Protein,RPL35P8,NCBI
41824,2000282,biological_process,regulation of cellular amino acid biosynthetic process,GO
35459,15707,disease,DNA repair defect other than combined T-cell and B-cell immunodeficiencies,MONDO
64130,1686,anatomy,auditory ossicle bone,UBERON
76916,6001728,anatomy,insect larval tagma,UBERON
31129,14936,disease,ZTTK syndrome,MONDO
42897,2000047,biological_process,regulation of cell-cell adhesion mediated by cadherin,GO
58305,132430,Protein,PABPC4L,NCBI
91883,32541,Phenotype,Knuckle pad,HPO
15727,DB13950,drug,WIN 55212-2,DrugBank
52002,19497,biological_process,hexachlorocyclohexane metabolic process,GO
1002,6777,Protein,STAT5B,NCBI
49913,71963,biological_process,establishment or maintenance of cell polarity regulating cell shape,GO
91203,31549,Phenotype,Lymphocytoma cutis,HPO
90195,30023,Phenotype,Quelprud nodule,HPO
110764,1905586,biological_process,negative regulation of outer hair cell apoptotic process,GO
3509,7298,Protein,TYMS,NCBI
119557,47601,molecular_function,acetate kinase (diphosphate) activity,GO
36592,1756,disease,frontal sinus cancer,MONDO
123617,86084,molecular_function,cell adhesive protein binding involved in Purkinje myocyte-ventricular cardiac muscle cell communication,GO
129175,R-HSA-9026290,pathway,Biosynthesis of DPAn-3-derived maresins,REACTOME
17549,DB08222,drug,METHOXYUNDECYLPHOSPHINIC ACID,DrugBank
69788,10316,anatomy,germ layer / neural crest,UBERON
1043,56063,Protein,TMEM234,NCBI
15110,DB00623,drug,Fluphenazine,DrugBank
68864,8408,anatomy,distal tubular epithelium,UBERON
87395,8390,Phenotype,Recurrent loss of toenails and fingernails,HPO
60212,337976,Protein,KRTAP20-2,NCBI
108592,98678,biological_process,viral tropism switching,GO
98816,20402,disease,congenital accessory mitral valve tissue,MONDO
24593,742,Phenotype,Self-mutilation,HPO
35722,21533,disease,intestinal neuroendocrine tumor G1,MONDO
16133,DB07120,drug,"3-Carbamimidamido-1,1-diphenylurea",DrugBank
2818,1390,Protein,CREM,NCBI
77520,84856,Protein,LINC00839,NCBI
110806,9624,biological_process,response to nematode,GO
49806,1903760,biological_process,regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,GO
68293,6863,anatomy,proximal metaphysis of femur,UBERON
24943,10012,Phenotype,Abnormality of the 4th metacarpal,HPO
84592,340,Phenotype,Sloping forehead,HPO
56466,16460,cellular_component,myosin II complex,GO
50051,32740,biological_process,positive regulation of interleukin-17 production,GO
55978,9288,cellular_component,bacterial-type flagellum,GO
110334,45642,biological_process,positive regulation of basophil differentiation,GO
106875,1989,biological_process,positive regulation of the force of heart contraction involved in baroreceptor response to decreased systemic arterial blood pressure,GO
7128,3631,Protein,INPP4A,NCBI
49461,60071,biological_process,"Wnt signaling pathway, planar cell polarity pathway",GO
36563,3778,disease,primary immunodeficiency disease,MONDO
6491,65109,Protein,UPF3B,NCBI
37461,4309,disease,sarcomatosis,MONDO
46004,46502,biological_process,uroporphyrinogen III metabolic process,GO
53181,1904608,biological_process,response to monosodium L-glutamate,GO
27085,500056,Phenotype,Retinopathy of prematurity stage 5,HPO
65650,3361,anatomy,epithelium of sublingual gland,UBERON
128493,R-HSA-450604,pathway,KSRP (KHSRP) binds and destabilizes mRNA,REACTOME
35849,1243_1242,disease,disseminated intravascular coagulation,MONDO_grouped
98406,17906,disease,amyloidosis cutis dyschromia,MONDO
107358,46802,biological_process,exit of virus from host cell nucleus by nuclear egress,GO
81866,106481634,Protein,RNU1-143P,NCBI
60299,100169951,Protein,SNAR-A3,NCBI
56072,1990195,cellular_component,macrolide transmembrane transporter complex,GO
73267,35007,anatomy,nasal concha cartilage,UBERON
84275,43797,disease,spinal cord injury,MONDO
104274,1900155,biological_process,negative regulation of bone trabecula formation,GO
58674,126755,Protein,LRRC38,NCBI
70418,11597,anatomy,bone of upper jaw,UBERON
41977,30728,biological_process,ovulation,GO
50663,1902867,biological_process,negative regulation of retina development in camera-type eye,GO
1108,9440,Protein,MED17,NCBI
107681,36527,biological_process,peptidyl-arginine deglycation,GO
85286,2879,Phenotype,Anisospondyly,HPO
87813,9371,Phenotype,Type A1 brachydactyly,HPO
73345,35119,anatomy,diastema between incisors,UBERON
51682,46457,biological_process,prostanoid biosynthetic process,GO
52146,98596,biological_process,imitative learning,GO
108393,42262,biological_process,DNA protection,GO
121434,16492,molecular_function,G protein-coupled neurotensin receptor activity,GO
98996,21479,disease,benign neoplasm of oropharynx,MONDO
98542,18603,disease,interstitial lung disease due to SP-c deficiency,MONDO
111669,1903397,biological_process,positive regulation of secondary cell septum biogenesis,GO
7383,8884,Protein,SLC5A6,NCBI
11286,79798,Protein,ARMC5,NCBI
39196,16947,disease,partial duplication of the short arm of chromosome 10,MONDO
39230,20296,disease,congenital arteriovenous fistula,MONDO
92968,40330,Phenotype,Confluent hyperintensity of cerebral white matter on MRI,HPO
51229,48565,biological_process,digestive tract development,GO
65686,3408,anatomy,gland of digestive tract,UBERON
85152,2421,Phenotype,Poor head control,HPO
30953,9582,disease,Mietens syndrome,MONDO
109081,43974,biological_process,histone H3-K27 acetylation,GO
13109,5463,Protein,POU6F1,NCBI
102918,18264,biological_process,isopeptide cross-linking via N-(L-isoaspartyl)-glycine,GO
63390,487,anatomy,simple squamous epithelium,UBERON
123361,36430,molecular_function,CMP kinase activity,GO
61101,100033434,Protein,SNORD116-23,NCBI
2605,3400,Protein,ID4,NCBI
110979,120094,biological_process,negative regulation of peptidyl-lysine crotonylation,GO
18442,DB12129,drug,Tideglusib,DrugBank
111959,9825,biological_process,multidimensional cell growth,GO
8581,6387,Protein,CXCL12,NCBI
78300,28732,Protein,TRAJ23,NCBI
41793,1952,biological_process,regulation of cell-matrix adhesion,GO
82998,101928104,Protein,LINC01482,NCBI
103433,3376,biological_process,sphingosine-1-phosphate receptor signaling pathway,GO
114867,61967,biological_process,establishment of left sidedness,GO
40932,36314,biological_process,response to sterol,GO
118576,1901149,molecular_function,salicylic acid binding,GO
111961,1903197,biological_process,positive regulation of L-dopa biosynthetic process,GO
89924,25262,Phenotype,Stiff hip,HPO
78499,100289264,Protein,RPL7P60,NCBI
42015,10645,biological_process,regulation of cell communication by chemical coupling,GO
14185,DB00512,drug,Vancomycin,DrugBank
18353,DB08096,drug,"8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM",DrugBank
128759,R-HSA-5669034,pathway,TNFs bind their physiological receptors,REACTOME
45045,1901510,biological_process,(-)-microperfuranone metabolic process,GO
31862,12387,disease,osteosclerosis-ichthyosis-premature ovarian failure syndrome,MONDO
78148,106481632,Protein,RNU1-136P,NCBI
42484,1900819,biological_process,orlandin metabolic process,GO
86627,6391,Phenotype,Overtubulated long bones,HPO
10032,55636,Protein,CHD7,NCBI
107735,30538,biological_process,embryonic genitalia morphogenesis,GO
82602,100507419,Protein,MMP25-AS1,NCBI
4645,6890,Protein,TAP1,NCBI
41593,18966,biological_process,styrene metabolic process,GO
23861,2643,Phenotype,Neonatal respiratory distress,HPO
96836,4524,disease,thyroid gland atypical follicular adenoma,MONDO
41222,72091,biological_process,regulation of stem cell proliferation,GO
65073,2658,anatomy,medial lemniscus of midbrain,UBERON
60056,256987,Protein,SERINC5,NCBI
111709,1902182,biological_process,shoot apical meristem development,GO
50266,71923,biological_process,negative regulation of cohesin loading,GO
28991,14038_12820_12953_12132_12673_12821_12822_12823_12951_12952_12954,disease,"colorectal cancer, susceptibility to",MONDO_grouped
64920,2495,anatomy,long bone,UBERON
101991,15726,biological_process,L-idonate transmembrane transport,GO
93539,100778,Phenotype,Cryoglobulinemia,HPO
33495,16433,disease,dysmorphism-short stature-deafness-disorder of sex development syndrome,MONDO
21289,DB11686,drug,Iferanserin,DrugBank
92855,40151,Phenotype,Epiblepharon of lower lid,HPO
39589,5852,disease,mitral valve stenosis,MONDO
128964,R-HSA-77108,pathway,Utilization of Ketone Bodies,REACTOME
4906,5600,Protein,MAPK11,NCBI
31223,7813,disease,ichthyosis bullosa of Siemens,MONDO
7123,488,Protein,ATP2A2,NCBI
80089,100421865,Protein,EEF1A1P3,NCBI
2259,79161,Protein,TMEM243,NCBI
93452,100553,Phenotype,Hemihypertrophy of lower limb,HPO
43031,33564,biological_process,anterior/posterior axon guidance,GO
29618,8269_17524,disease,polydactyly of a biphalangeal thumb,MONDO_grouped
63977,1532,anatomy,internal carotid artery,UBERON
106902,72567,biological_process,chemokine (C-X-C motif) ligand 2 production,GO
23491,12067,Phenotype,Glycopeptiduria,HPO
1176,56252,Protein,YLPM1,NCBI
77453,100652824,Protein,KIAA2012,NCBI
90755,30902,Phenotype,Palmomental reflex,HPO
40713,31507,biological_process,heterochromatin assembly,GO
28446,9386,disease,hyperlexia,MONDO
99631,25459,disease,rinderpest,MONDO
11903,84079,Protein,ANKRD27,NCBI
66666,4633,anatomy,thoracic vertebra 9,UBERON
18821,DB07580,drug,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",DrugBank
68364,6984,anatomy,anatomical surface,UBERON
35994,5020,disease,intestinal disease,MONDO
95778,1949,disease,acute thyroiditis,MONDO
7502,60488,Protein,MRPS35,NCBI
85206,2623,Phenotype,Overriding aorta,HPO
122462,43183,molecular_function,vascular endothelial growth factor receptor 1 binding,GO
90387,30320,Phenotype,Increased intervertebral space,HPO
20797,DB08938,drug,Magaldrate,DrugBank
74999,2001885,anatomy,neural spine 1,UBERON
17213,DB07585,drug,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",DrugBank
4639,9706,Protein,ULK2,NCBI
48525,2262,biological_process,myeloid cell homeostasis,GO
84355,2573,Phenotype,Hematochezia,HPO
53197,3171,biological_process,atrioventricular valve development,GO
57901,171222,Protein,UBE2L5,NCBI
58371,113622,Protein,ADPRHL1,NCBI
76101,3010436,anatomy,blastocoel roof,UBERON
34215,400224,Protein,PLEKHD1,NCBI
122484,98699,molecular_function,structural constituent of presynaptic actin cytoskeleton,GO
71730,14895,anatomy,somatic muscle,UBERON
103753,32758,biological_process,positive regulation of interleukin-9 production,GO
127300,140222,cellular_component,pathogen-containing vacuole lumen,GO
81644,101927134,Protein,LINC01470,NCBI
105030,33621,biological_process,"nuclear-transcribed mRNA catabolic process, meiosis-specific transcripts",GO
125064,31389,cellular_component,Rad17 RFC-like complex,GO
104073,72703,biological_process,cellular response to methyl methanesulfonate,GO
114263,140302,biological_process,pollen-style interaction,GO
116831,34009,molecular_function,isoprene synthase activity,GO
125361,44775,cellular_component,"DNA polymerase III, beta sliding clamp processivity factor complex",GO
26871,100376,Phenotype,Aplasia/hypoplasia of the proximal phalanx of the 4th toe,HPO
65023,2604,anatomy,ventral nucleus of lateral lemniscus,UBERON
18828,DB03195,drug,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,DrugBank
38401,16799,disease,mitochondrial oxidative phosphorylation disorder with no known mechanism,MONDO
52897,2000819,biological_process,regulation of nucleotide-excision repair,GO
59295,653427,Protein,FOXD4L5,NCBI
36650,19743,disease,nephropathy secondary to a storage or other metabolic disease,MONDO
124770,71116,cellular_component,alpha6-beta1 integrin-CYR61 complex,GO
52836,75287,biological_process,positive regulation of sporangiospore formation,GO
48678,97201,biological_process,negative regulation of transcription from RNA polymerase II promoter in response to stress,GO
42784,43112,biological_process,receptor metabolic process,GO
118302,52687,molecular_function,(3R)-3-isopropenyl-6-oxoheptanoate:CoA ligase (ADP-forming) activity,GO
54719,34290,molecular_function,holin activity,GO
106923,1902897,biological_process,regulation of postsynaptic density protein 95 clustering,GO
105954,19817,biological_process,vesicle fusion with peroxisome,GO
85598,3697,Phenotype,Scapuloperoneal amyotrophy,HPO
3095,64853,Protein,AIDA,NCBI
27754,8182,disease,nasopalpebral lipoma-coloboma syndrome,MONDO
51296,1902528,biological_process,regulation of protein linear polyubiquitination,GO
74596,2001251,anatomy,pharyngobranchial 4 cartilage,UBERON
14007,57140,Protein,RNPEPL1,NCBI
60516,440957,Protein,SMIM4,NCBI
13524,92017,Protein,SNX29,NCBI
12576,869,Protein,CBLN1,NCBI
33584,728,disease,ptosis (disease),MONDO
43044,72718,biological_process,response to cisplatin,GO
20332,DB06005,drug,Adomiparin,DrugBank
7320,2109,Protein,ETFB,NCBI
12091,30811,Protein,HUNK,NCBI
43593,90030,biological_process,regulation of steroid hormone biosynthetic process,GO
29573,7177,disease,auriculoosteodysplasia,MONDO
97797,11620,disease,"metaphyseal dysplasia, Braun-Tinschert type",MONDO
9384,5454,Protein,POU3F2,NCBI
46597,5977,biological_process,glycogen metabolic process,GO
83430,106480951,Protein,RN7SL113P,NCBI
45442,15884,biological_process,folic acid transport,GO
125259,35658,cellular_component,Mon1-Ccz1 complex,GO
54695,19211,molecular_function,phosphatase activator activity,GO
108802,61265,biological_process,mesonephric nephron tubule epithelial cell differentiation,GO
97804,11677,disease,Megarbane syndrome,MONDO
37149,1834,disease,visual pathway disease,MONDO
39693,20776,disease,chlamydiaceae infections,MONDO
125089,98820,cellular_component,trans-synaptic protein complex,GO
6865,56061,Protein,UBFD1,NCBI
101487,51697,biological_process,protein delipidation,GO
21103,DB12335,drug,Tanezumab,DrugBank
105652,33310,biological_process,chlorophyll a catabolic process,GO
20201,DB06784,drug,Gallium citrate Ga-67,DrugBank
127326,110158,cellular_component,calpain complex,GO
119723,2001083,molecular_function,alpha-D-glucan binding,GO
64401,1960,anatomy,periarterial lymphatic sheath,UBERON
75574,2205382,anatomy,dorsal fin proximal radial cartilage 5,UBERON
91692,32286,Phenotype,Ultra-low vision with retained light perception,HPO
26031,30533,Phenotype,Abnormal unaided visual acuity test,HPO
86327,5592,Phenotype,Giant melanosomes in melanocytes,HPO
49619,43281,biological_process,regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO
92883,40213,Phenotype,Hypopnea,HPO
11686,10288,Protein,LILRB2,NCBI
128519,R-HSA-5467343,pathway,Deletions in the AMER1 gene destabilize the destruction complex,REACTOME
49143,10233,biological_process,phloem transport,GO
78392,441166,Protein,CNN2P9,NCBI
50858,32606,biological_process,type I interferon production,GO
90180,30000,Phenotype,EMG: repetitive nerve stimulation abnormality,HPO
126782,1904269,cellular_component,cell leading edge cell cortex,GO
13797,652968,Protein,CASTOR1,NCBI
44701,32653,biological_process,regulation of interleukin-10 production,GO
28197,8455_9673_10056_9672_11585_11436_9669_19079_1516_16224_14753_18218,disease,spinal muscular atrophy,MONDO_grouped
11250,114787,Protein,GPRIN1,NCBI
71046,13176,anatomy,phonic lip,UBERON
101557,71238,biological_process,cellular response to brefeldin A,GO
87036,7452,Phenotype,Midface capillary hemangioma,HPO
85290,2888,Phenotype,Ependymoma,HPO
13618,65243,Protein,ZFP69B,NCBI
98443,18084,disease,Uhl anomaly,MONDO
71808,15057,anatomy,scapula endochondral element,UBERON
4060,572,Protein,BAD,NCBI
120693,102636,molecular_function,"3-benzyl-3,6 -bis(glutathione)- 6-(hydroxymethyl)-diketopiperazine gamma-glutamylcyclotransferase activity",GO
121285,3963,molecular_function,RNA-3'-phosphate cyclase activity,GO
104722,33086,biological_process,negative regulation of extrathymic T cell differentiation,GO
31156,7155,disease,"arteritis, familial granulomatous, with juvenile polyarthritis",MONDO
21697,DB12028,drug,Broxuridine,DrugBank
35277,283008,Protein,NUTM2E,NCBI
115034,6309,biological_process,apoptotic DNA fragmentation,GO
8588,84260,Protein,TCHP,NCBI
14657,DB09285,drug,Morniflumate,DrugBank
45727,2220,biological_process,innate immune response activating cell surface receptor signaling pathway,GO
96124,3128,disease,classic pulmonary blastoma,MONDO
106330,2129,biological_process,wobble position guanine ribose methylation,GO
96677,4292,disease,supraglottis verrucous carcinoma,MONDO
117534,47605,molecular_function,acetolactate decarboxylase activity,GO
91874,32532,Phenotype,Elevated CSF 4-hydroxybutyric acid concentration,HPO
119,2113,Protein,ETS1,NCBI
40359,46628,biological_process,positive regulation of insulin receptor signaling pathway,GO
49571,45761,biological_process,regulation of adenylate cyclase activity,GO
121540,15441,molecular_function,ABC-type beta-glucan transporter activity,GO
119547,140575,molecular_function,transmembrane monodehydroascorbate reductase activity,GO
26168,31302,Phenotype,Lower extremity peripheral arterial calcification,HPO
15902,DB12872,drug,Vonicog Alfa,DrugBank
77151,158160,Protein,HSD17B7P2,NCBI
65814,3542,anatomy,right lung respiratory bronchiole,UBERON
91286,31666,Phenotype,Late systolic murmur,HPO
109574,97036,biological_process,regulation of plasma membrane sterol distribution,GO
37354,2316,disease,motor peripheral neuropathy,MONDO
128535,R-HSA-418889,pathway,Caspase activation via Dependence Receptors in the absence of ligand,REACTOME
72817,22355,anatomy,basal layer of endometrium,UBERON
113630,150168,biological_process,negative regulation of histone H3-K4 acetylation,GO
67828,6173,anatomy,pronephric proximal tubule,UBERON
118437,47073,molecular_function,"2,4'-dihydroxyacetophenone dioxygenase activity",GO
15415,DB03185,drug,"1-Beta-Ribofuranosyl-1,3-Diazepinone",DrugBank
100619,140367,biological_process,antibacterial innate immune response,GO
62145,C446685,exposure,systhane,CTD
23605,10655,Phenotype,Epiphyseal stippling,HPO
42787,1901606,biological_process,alpha-amino acid catabolic process,GO
97763,11404,disease,Caronte,MONDO
198,5276,Protein,SERPINI2,NCBI
118296,43955,molecular_function,3-hydroxypropionyl-CoA synthetase activity,GO
86960,7238,Phenotype,Nonarteriosclerotic cerebral calcification,HPO
96477,3946,disease,vaginal villous adenoma,MONDO
23242,10500,Phenotype,Hyperextensibility of the knee,HPO
123077,61775,molecular_function,cohesin ATPase activity,GO
57764,93081,Protein,TEX30,NCBI
72815,22352,anatomy,medial orbital frontal cortex,UBERON
18629,DB08030,drug,3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,DrugBank
34348,7172,Protein,TPMT,NCBI
77138,8410023,anatomy,right colic artery,UBERON
114360,21741,biological_process,spinal trigeminal nucleus development,GO
3310,1153,Protein,CIRBP,NCBI
20297,DB11783,drug,Imidapril,DrugBank
114124,21889,biological_process,olfactory bulb interneuron differentiation,GO
26191,31411,Phenotype,Abnormal chromosome morphology,HPO
15974,DB00055,drug,Drotrecogin alfa,DrugBank
70961,12520,anatomy,forelimb epitrochlearis muscle,UBERON
19732,DB12328,drug,Cantharidin,DrugBank
18495,DB07504,drug,(2R)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,DrugBank
127779,R-HSA-1221632,pathway,Meiotic synapsis,REACTOME
64869,2442,anatomy,axillary nerve trunk,UBERON
61660,100616354,Protein,MIR550A3,NCBI
92610,33504,Phenotype,Elevated circulating fumarate concentration,HPO
97746,11341,disease,"microcephaly, facial abnormalities, micromelia, and intellectual disability",MONDO
66725,4696,anatomy,venous system smooth muscle,UBERON
26890,10372,Phenotype,Broad phalanges of the 4th toe,HPO
128833,R-HSA-9652169,pathway,Signaling by MAP2K mutants,REACTOME
8667,5236,Protein,PGM1,NCBI
117264,30746,molecular_function,isoflavone 4'-O-methyltransferase activity,GO
29690,14896,disease,congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome,MONDO
89641,20050,Phenotype,Anti-granulocyte-macrophage colony stimulating factor antibody positivity,HPO
58441,133690,Protein,CAPSL,NCBI
117545,51997,molecular_function,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity,GO
21349,DB13534,drug,Gedocarnil,DrugBank
42183,22408,biological_process,negative regulation of cell-cell adhesion,GO
